_dt,Time,Day_of_week,Accident_severity,Number_of_casualties,Apparent Temperature (C),Humidity,Wind Speed (km/h),Visibility (km),se_mean,se_std,se_median,se_trend
2006-01-06 20:28:37.125456760+00:00,15:10:00,Thursday,Serious Injury,1,0.3777777777777776,0.96,6.4722,5.8604,92.29792485800648,53.97334966115324,92.03670551869428,-11.202075141993516
2006-01-07 04:18:33.179049939+00:00,12:11:00,Thursday,Serious Injury,1,1.0833333333333348,0.92,4.008900000000001,0.2898,91.76449270838775,53.6842837373463,91.50273911482257,-11.735507291612254
2006-01-07 12:08:29.232643118+00:00,12:11:00,Thursday,Serious Injury,1,-0.7000000000000008,0.92,10.2879,5.2325,91.231060558769,53.39521781353935,90.96877271095087,-12.268939441230994
2006-01-07 19:58:25.286236297+00:00,18:36:00,Wednesday,Slight Injury,3,-0.5333333333333338,0.92,3.5903,7.905100000000001,90.69762840915027,53.1061518897324,90.43480630707917,-12.802371590849733
2006-01-08 03:48:21.339829476+00:00,18:36:00,Wednesday,Slight Injury,3,-2.8611111111111103,0.96,3.8318,3.2844,90.16419625953152,52.81708596592545,89.90083990320747,-13.335803740468473
2006-01-08 11:38:17.393422655+00:00,18:36:00,Wednesday,Slight Injury,3,0.0277777777777761,0.78,7.8729,11.0285,89.63076410991279,52.5280200421185,89.36687349933577,-13.86923589008721
2006-01-08 19:28:13.447015834+00:00,14:35:00,Friday,Slight Injury,1,-5.25,0.88,7.760200000000001,9.8049,89.09733196029404,52.238954118311554,88.83290709546407,-14.40266803970595
2006-01-09 03:18:09.500609013+00:00,12:25:00,Tuesday,Slight Injury,1,-5.094444444444445,0.96,3.4132,6.488300000000001,88.56389981067531,51.94988819450461,88.29894069159236,-14.936100189324689
2006-01-09 11:08:05.554202192+00:00,12:25:00,Tuesday,Slight Injury,1,-1.683333333333334,0.64,9.3541,9.982,88.03046766105658,51.66082227069766,87.76497428772066,-15.469532338943427
2006-01-09 18:58:01.607795371+00:00,15:30:00,Monday,Slight Injury,1,-1.222222222222222,0.88,0.1288,9.982,87.49703551143783,51.371756346890706,87.23100788384896,-16.002964488562167
2006-01-10 02:47:57.661388550+00:00,18:10:00,Thursday,Slight Injury,1,-1.5777777777777775,0.87,3.1234,9.6278,86.9636033618191,51.08269042308376,86.69704147997726,-16.536396638180904
2006-01-10 10:37:53.714981729+00:00,15:25:00,Thursday,Slight Injury,1,2.2499999999999982,0.69,3.4293,7.212800000000001,86.43017121220035,50.79362449927681,86.16307507610557,-17.069828787799644
2006-01-10 18:27:49.768574908+00:00,15:25:00,Thursday,Slight Injury,1,-1.288888888888889,0.82,3.381,7.1162,85.89673906258162,50.504558575469865,85.62910867223385,-17.603260937418383
2006-01-11 02:17:45.822168087+00:00,13:57:00,Saturday,Slight Injury,1,-4.505555555555556,0.95,3.2683,0.8372,85.36330691296288,50.21549265166291,85.09514226836217,-18.13669308703712
2006-01-11 10:07:41.875761266+00:00,13:57:00,Saturday,Slight Injury,1,-1.0166666666666655,0.91,4.6368,4.524100000000001,84.82987476334414,49.92642672785597,84.56117586449045,-18.67012523665586
2006-01-11 17:57:37.929354445+00:00,20:30:00,Friday,Slight Injury,2,-0.0666666666666672,0.87,4.781700000000001,3.783500000000001,84.2964426137254,49.63736080404902,84.02720946061876,-19.2035573862746
2006-01-12 01:47:33.982947624+00:00,20:30:00,Friday,Slight Injury,2,-1.0611111111111111,0.92,3.1556,1.5778,83.76301046410666,49.348294880242065,83.49324305674706,-19.736989535893336
2006-01-12 09:37:30.036540803+00:00,20:30:00,Friday,Slight Injury,2,0.0722222222222236,0.85,4.7656,5.892600000000001,83.22957831448792,49.05922895643512,82.95927665287536,-20.270421685512076
2006-01-12 17:27:26.090133983+00:00,16:30:00,Sunday,Slight Injury,1,-0.0722222222222216,0.86,4.0894,3.9284,82.69614616486919,48.770163032628176,82.42531024900366,-20.803853835130813
2006-01-13 01:17:22.143727162+00:00,16:30:00,Sunday,Slight Injury,1,-0.5777777777777773,0.92,3.5098000000000003,2.9463000000000004,82.16271401525044,48.481097108821224,81.89134384513196,-21.337285984749553
2006-01-13 09:07:18.197320341+00:00,21:50:00,Sunday,Slight Injury,2,-0.816666666666666,0.97,3.3971,1.5778,81.6292818656317,48.19203118501427,81.35737744126025,-21.870718134368296
2006-01-13 16:57:14.250913520+00:00,21:50:00,Sunday,Slight Injury,2,-1.533333333333334,0.92,5.0393,1.9159,81.09584971601296,47.90296526120733,80.82341103738855,-22.404150283987033
2006-01-14 00:47:10.304506699+00:00,9:12:00,Wednesday,Slight Injury,1,-2.883333333333334,0.96,6.3112,3.3971,80.56241756639423,47.613899337400376,80.28944463351685,-22.937582433605773
2006-01-14 08:37:06.358099878+00:00,9:12:00,Wednesday,Slight Injury,1,-2.966666666666667,0.87,8.227100000000002,6.8264000000000005,80.0289854167755,47.324833413593424,79.75547822964515,-23.47101458322451
2006-01-14 16:27:02.411693057+00:00,14:40:00,Friday,Serious Injury,1,-2.883333333333334,0.83,8.0017,7.776300000000001,79.49555326715675,47.03576748978648,79.22151182577345,-24.00444673284325
2006-01-15 00:16:58.465286236+00:00,10:36:00,Friday,Slight Injury,1,-6.022222222222222,0.84,5.635000000000001,8.645700000000001,78.962121117538,46.746701565979535,78.68754542190175,-24.53787888246199
2006-01-15 08:06:54.518879415+00:00,10:36:00,Friday,Slight Injury,1,-5.83888888888889,0.92,7.679699999999999,4.8461,78.42868896791927,46.45763564217258,78.15357901803004,-25.071311032080725
2006-01-15 15:56:50.572472594+00:00,18:19:00,Monday,Slight Injury,1,-2.2000000000000006,0.81,4.7978000000000005,11.125100000000002,77.89525681830054,46.16856971836563,77.61961261415834,-25.604743181699465
2006-01-15 23:46:46.626065773+00:00,18:19:00,Monday,Slight Injury,1,-4.116666666666666,0.87,2.5277000000000003,6.3434,77.36182466868179,45.87950379455869,77.08564621028664,-26.138175331318205
2006-01-16 07:36:42.679658952+00:00,19:12:00,Tuesday,Slight Injury,1,-3.7944444444444434,0.84,3.1556,11.125100000000002,76.82839251906306,45.590437870751735,76.55167980641494,-26.671607480936945
2006-01-16 15:26:38.733252131+00:00,19:12:00,Tuesday,Slight Injury,1,-3.744444444444443,0.83,1.6905,10.8836,76.29496036944431,45.30137194694479,76.01771340254324,-27.20503963055568
2006-01-16 23:16:34.786845310+00:00,11:38:00,Saturday,Slight Injury,3,-4.3277777777777775,0.87,3.5420000000000007,7.969500000000001,75.76152821982558,45.01230602313784,75.48374699867153,-27.73847178017442
2006-01-17 07:06:30.840438489+00:00,11:38:00,Saturday,Slight Injury,3,-9.566666666666666,0.91,11.3988,3.5259,75.22809607020685,44.723240099330894,74.94978059479985,-28.271903929793158
2006-01-17 14:56:26.894031668+00:00,11:38:00,Saturday,Slight Injury,3,-9.094444444444443,0.92,15.649200000000002,4.3309,74.6946639205881,44.43417417552394,74.41581419092813,-28.8053360794119
2006-01-17 22:46:22.947624847+00:00,11:38:00,Saturday,Slight Injury,3,-7.566666666666667,0.88,17.243100000000002,4.395300000000001,74.16123177096937,44.14510825171699,73.88184778705644,-29.338768229030634
2006-01-18 06:36:19.001218026+00:00,13:30:00,Thursday,Slight Injury,1,-1.122222222222222,0.92,12.719,3.976700000000001,73.62779962135062,43.856042327910046,73.34788138318473,-29.872200378649378
2006-01-18 14:26:15.054811206+00:00,13:30:00,Thursday,Slight Injury,1,1.5277777777777777,0.95,5.2969,4.0733,73.09436747173189,43.5669764041031,72.81391497931304,-30.405632528268114
2006-01-18 22:16:11.108404385+00:00,12:39:00,Tuesday,Slight Injury,1,-3.3500000000000005,0.95,10.8836,9.982,72.56093532211315,43.27791048029614,72.27994857544132,-30.939064677886854
2006-01-19 06:06:07.161997564+00:00,12:39:00,Tuesday,Slight Injury,1,-5.783333333333333,0.85,25.5829,10.948,72.0275031724944,42.9888445564892,71.74598217156964,-31.47249682750559
2006-01-19 13:56:03.215590743+00:00,12:30:00,Friday,Slight Injury,1,-5.905555555555555,0.74,16.3576,11.2056,71.49407102287566,42.69977863268225,71.21201576769792,-32.005928977124334
2006-01-19 21:45:59.269183922+00:00,12:30:00,Friday,Slight Injury,1,-7.955555555555555,0.84,6.617100000000001,11.8979,70.96063887325693,42.41071270887531,70.67804936382623,-32.53936112674307
2006-01-20 05:35:55.322777101+00:00,16:55:00,Sunday,Slight Injury,1,-3.838888888888889,0.81,1.6744,9.5795,70.4272067236382,42.12164678506835,70.14408295995453,-33.07279327636181
2006-01-20 13:25:51.376370280+00:00,16:55:00,Sunday,Slight Injury,1,-2.4555555555555566,0.75,7.744099999999999,9.9015,69.89377457401946,41.832580861261405,69.61011655608283,-33.60622542598055
2006-01-20 21:15:47.429963459+00:00,18:25:00,Monday,Slight Injury,1,-4.73888888888889,0.86,10.7387,14.7959,69.36034242440071,41.54351493745446,69.07615015221113,-34.13965757559929
2006-01-21 05:05:43.483556638+00:00,18:25:00,Monday,Slight Injury,1,-2.727777777777778,0.92,1.5295,9.7566,68.82691027478197,41.2544490136475,68.54218374833943,-34.67308972521803
2006-01-21 12:55:39.537149817+00:00,13:01:00,Thursday,Slight Injury,1,3.316666666666666,0.6,14.329,11.0446,68.29347812516323,40.96538308984056,68.00821734446772,-35.20652187483677
2006-01-21 20:45:35.590742996+00:00,13:01:00,Thursday,Slight Injury,1,-1.3833333333333324,0.91,6.295100000000001,12.9283,67.7600459755445,40.67631716603361,67.47425094059602,-35.73995402445551
2006-01-22 04:35:31.644336175+00:00,13:45:00,Wednesday,Slight Injury,1,-0.6555555555555554,0.85,9.7083,9.8049,67.22661382592577,40.38725124222667,66.94028453672432,-36.27338617407424
2006-01-22 12:25:27.697929354+00:00,13:45:00,Wednesday,Slight Injury,1,-5.833333333333333,0.91,20.0767,4.2182,66.69318167630702,40.09818531841971,66.40631813285262,-36.80681832369298
2006-01-22 20:15:23.751522533+00:00,18:45:00,Monday,Slight Injury,1,-17.072222222222223,0.69,28.33600000000001,15.826300000000002,66.15974952668827,39.809119394612765,65.87235172898092,-37.34025047331172
2006-01-23 04:05:19.805115712+00:00,18:45:00,Monday,Slight Injury,1,-21.922222222222224,0.6,23.8119,8.1949,65.62631737706954,39.52005347080582,65.33838532510921,-37.87368262293046
2006-01-23 11:55:15.858708891+00:00,11:02:00,Thursday,Slight Injury,4,-17.82222222222222,0.67,13.9587,11.0607,65.09288522745081,39.23098754699887,64.80441892123753,-38.4071147725492
2006-01-23 19:45:11.912302070+00:00,11:02:00,Thursday,Slight Injury,4,-15.816666666666666,0.73,11.0446,15.826300000000002,64.55945307783206,38.94192162319192,64.27045251736581,-38.94054692216794
2006-01-24 03:35:07.965895249+00:00,11:02:00,Thursday,Slight Injury,4,-17.694444444444443,0.8,6.5044,15.826300000000002,64.02602092821333,38.65285569938497,63.73648611349412,-39.47397907178667
2006-01-24 11:25:04.019488428+00:00,11:02:00,Thursday,Slight Injury,4,-7.244444444444444,0.67,4.1377,11.2056,63.49258877859459,38.36378977557803,63.202519709622415,-40.00741122140541
2006-01-24 19:15:00.073081607+00:00,15:55:00,Tuesday,Serious Injury,1,-15.77222222222222,0.87,7.728,9.9015,62.95915662897585,38.074723851771076,62.66855330575071,-40.54084337102415
2006-01-25 03:04:56.126674787+00:00,15:00:00,Wednesday,Slight Injury,1,-13.577777777777778,0.87,2.4311000000000003,9.4829,62.42572447935711,37.785657927964124,62.13458690187901,-41.07427552064289
2006-01-25 10:54:52.180267966+00:00,20:00:00,Sunday,Slight Injury,1,-7.083333333333333,0.66,1.7227,5.1359,61.892292329738375,37.49659200415718,61.60062049800731,-41.607707670261625
2006-01-25 18:44:48.233861145+00:00,20:00:00,Sunday,Slight Injury,1,-13.177777777777775,0.78,7.744099999999999,9.9015,61.35886018011963,37.20752608035023,61.06665409413561,-42.14113981988037
2006-01-26 02:34:44.287454324+00:00,18:48:00,Wednesday,Serious Injury,1,-14.627777777777776,0.78,6.230700000000001,9.7566,60.825428030500895,36.91846015654328,60.53268769026391,-42.674571969499105
2006-01-26 10:24:40.341047503+00:00,18:48:00,Wednesday,Serious Injury,1,-11.72222222222222,0.59,14.441700000000004,9.9015,60.291995880882155,36.62939423273633,59.998721286392204,-43.208004119117845
2006-01-26 18:14:36.394640682+00:00,15:55:00,Sunday,Slight Injury,2,-10.683333333333334,0.7,9.177,9.7888,59.75856373126341,36.34032830892939,59.4647548825205,-43.74143626873659
2006-01-27 02:04:32.448233861+00:00,15:55:00,Sunday,Slight Injury,2,-15.711111111111112,0.87,6.391700000000001,11.6725,59.225131581644675,36.051262385122435,58.93078847864881,-44.274868418355325
2006-01-27 09:54:28.501827040+00:00,23:25:00,Wednesday,Slight Injury,3,-6.138888888888889,0.54,7.921200000000001,9.7566,58.691699432025935,35.76219646131548,58.3968220747771,-44.808300567974065
2006-01-27 17:44:24.555420219+00:00,23:25:00,Wednesday,Slight Injury,3,-7.411111111111111,0.68,5.119800000000001,9.4829,58.158267282407195,35.47313053750854,57.862855670905404,-45.341732717592805
2006-01-28 01:34:20.609013398+00:00,23:25:00,Wednesday,Slight Injury,3,-10.005555555555553,0.88,2.5438,9.7083,57.624835132788455,35.18406461370159,57.3288892670337,-45.875164867211545
2006-01-28 09:24:16.662606577+00:00,7:40:00,Monday,Serious Injury,1,-6.15,0.69,7.4704,5.6833,57.09140298316972,34.89499868989464,56.794922863162,-46.40859701683028
2006-01-28 17:14:12.716199756+00:00,7:40:00,Monday,Serious Injury,1,-0.0499999999999999,0.59,4.7978000000000005,9.7566,56.55797083355098,34.60593276608769,56.2609564592903,-46.94202916644902
2006-01-29 01:04:08.769792935+00:00,15:17:00,Sunday,Fatal injury,1,-2.933333333333334,0.75,6.5205,7.8729,56.02453868393224,34.316866842280746,55.7269900554186,-47.47546131606776
2006-01-29 08:54:04.823386114+00:00,15:17:00,Sunday,Fatal injury,1,0.3666666666666647,0.58,7.921200000000001,8.227100000000002,55.4911065343135,34.027800918473794,55.193023651546895,-48.0088934656865
2006-01-29 16:44:00.876979293+00:00,15:50:00,Monday,Slight Injury,1,-4.15,0.68,13.8299,8.0017,54.95767438469477,33.73873499466684,54.6590572476752,-48.54232561530523
2006-01-30 00:33:56.930572472+00:00,15:50:00,Monday,Slight Injury,1,-5.199999999999999,0.78,11.4149,6.118,54.42424223507602,33.4496690708599,54.12509084380349,-49.07575776492398
2006-01-30 08:23:52.984165651+00:00,9:45:00,Sunday,Slight Injury,1,-2.6444444444444453,0.7,7.5348,7.969500000000001,53.89081008545729,33.16060314705295,53.5911244399318,-49.60918991454271
2006-01-30 16:13:49.037758831+00:00,9:45:00,Sunday,Slight Injury,1,0.0944444444444453,0.85,1.4329,5.957000000000001,53.35737793583855,32.871537223246,53.05715803606009,-50.14262206416145
2006-01-31 00:03:45.091352010+00:00,17:35:00,Thursday,Slight Injury,1,-3.855555555555556,0.89,5.0071,4.8461,52.82394578621981,32.58247129943905,52.52319163218839,-50.67605421378019
2006-01-31 07:53:41.144945189+00:00,17:35:00,Thursday,Slight Injury,1,-5.061111111111111,0.92,11.1573,3.059,52.29051363660107,32.293405375632105,51.98922522831669,-51.20948636339893
2006-01-31 15:43:37.198538368+00:00,17:35:00,Thursday,Slight Injury,1,-5.638888888888888,0.87,9.0482,4.9427,51.75708148698234,32.00433945182516,51.45525882444499,-51.74291851301766
2006-01-31 23:33:33.252131547+00:00,20:50:00,Sunday,Slight Injury,1,-4.322222222222223,0.89,4.9105,3.8962,51.22364933736359,31.715273528018205,50.92129242057329,-52.27635066263641
2006-02-01 07:23:29.305724726+00:00,20:50:00,Sunday,Slight Injury,1,-2.472222222222222,0.88,1.7227,2.9624,50.69021718774485,31.426207604211257,50.387326016701586,-52.80978281225515
2006-02-01 15:13:25.359317905+00:00,21:32:00,Thursday,Slight Injury,2,-3.8944444444444457,0.82,7.921200000000001,4.7656,50.15678503812611,31.137141680404305,49.85335961282988,-53.34321496187389
2006-02-01 23:03:21.412911084+00:00,21:32:00,Thursday,Slight Injury,2,-4.933333333333333,0.88,6.44,3.864,49.62335288850738,30.84807575659736,49.31939320895819,-53.87664711149262
2006-02-02 06:53:17.466504263+00:00,19:55:00,Monday,Slight Injury,1,-4.938888888888889,0.92,5.055400000000001,1.2558,49.08992073888864,30.559009832790412,48.78542680508648,-54.41007926111136
2006-02-02 14:43:13.520097442+00:00,19:55:00,Monday,Slight Injury,1,-3.75,0.92,4.508,3.1556,48.5564885892699,30.26994390898346,48.25146040121478,-54.9435114107301
2006-02-02 22:33:09.573690621+00:00,16:10:00,Monday,Slight Injury,1,-7.655555555555556,0.92,6.1341,3.4937,48.02305643965116,29.980877985176512,47.71749399734308,-55.47694356034884
2006-02-03 06:23:05.627283800+00:00,16:10:00,Monday,Slight Injury,1,-4.022222222222221,0.81,2.5921000000000003,4.508,47.489624290032424,29.691812061369568,47.18352759347138,-56.010375709967576
2006-02-03 14:13:01.680876979+00:00,15:25:00,Monday,Slight Injury,1,-2.244444444444444,0.7,1.2880000000000005,7.824600000000001,46.956192140413684,29.40274613756262,46.64956118959968,-56.543807859586316
2006-02-03 22:02:57.734470158+00:00,23:36:00,Thursday,Serious Injury,4,-6.061111111111111,0.79,6.327300000000001,5.9731000000000005,46.422759990794944,29.113680213755668,46.11559478572798,-57.077240009205056
2006-02-04 05:52:53.788063337+00:00,23:36:00,Thursday,Serious Injury,4,-6.25,0.8,5.3291,4.025,45.8893278411762,28.824614289948716,45.58162838185627,-57.6106721588238
2006-02-04 13:42:49.841656516+00:00,23:36:00,Thursday,Serious Injury,4,-7.722222222222222,0.78,9.5795,4.1216,45.35589569155747,28.535548366141775,45.04766197798458,-58.14410430844253
2006-02-04 21:32:45.895249695+00:00,23:36:00,Thursday,Serious Injury,4,-6.694444444444445,0.88,6.488300000000001,4.4919,44.82246354193873,28.246482442334823,44.51369557411287,-58.67753645806127
2006-02-05 05:22:41.948842874+00:00,20:00:00,Monday,Slight Injury,1,-9.761111111111113,0.92,7.631400000000001,2.9785000000000004,44.289031392319984,27.95741651852787,43.97972917024117,-59.210968607680016
2006-02-05 13:12:38.002436053+00:00,20:00:00,Monday,Slight Injury,1,-8.994444444444444,0.41,27.9013,9.982,43.755599242701244,27.668350594720927,43.44576276636947,-59.744400757298756
2006-02-05 21:02:34.056029232+00:00,20:00:00,Monday,Slight Injury,1,-13.477777777777776,0.71,12.8639,15.005200000000002,43.222167093082504,27.379284670913975,42.91179636249776,-60.277832906917496
2006-02-06 04:52:30.109622412+00:00,17:54:00,Friday,Slight Injury,1,-15.822222222222225,0.8,12.4292,10.0464,42.68873494346377,27.09021874710703,42.37782995862607,-60.81126505653623
2006-02-06 12:42:26.163215591+00:00,17:54:00,Friday,Slight Injury,1,-8.8,0.46,25.438,11.2056,42.15530279384503,26.80115282330008,41.843863554754364,-61.34469720615497
2006-02-06 20:32:22.216808770+00:00,18:04:00,Monday,Slight Injury,1,-11.961111111111112,0.74,6.1985,14.9569,41.62187064422629,26.512086899493127,41.30989715088266,-61.87812935577371
2006-02-07 04:22:18.270401949+00:00,17:00:00,Friday,Slight Injury,1,-17.45555555555556,0.87,6.0536,14.6349,41.08843849460755,26.223020975686183,40.77593074701096,-62.41156150539245
2006-02-07 12:12:14.323995128+00:00,1:15:00,Saturday,Slight Injury,3,-6.805555555555555,0.42,20.4792,9.9015,40.55500634498882,25.933955051879238,40.241964343139266,-62.94499365501118
2006-02-07 20:02:10.377588307+00:00,1:15:00,Saturday,Slight Injury,3,-7.694444444444445,0.56,14.5222,15.536500000000002,40.02157419537008,25.644889128072286,39.707997939267564,-63.47842580462992
2006-02-08 03:52:06.431181486+00:00,1:15:00,Saturday,Slight Injury,3,-8.86111111111111,0.91,14.023100000000005,3.976700000000001,39.48814204575133,25.355823204265334,39.174031535395855,-64.01185795424867
2006-02-08 11:42:02.484774665+00:00,1:15:00,Saturday,Slight Injury,3,-4.8500000000000005,0.91,12.075,3.2039,38.9547098961326,25.066757280458383,38.64006513152415,-64.5452901038674
2006-02-08 19:31:58.538367844+00:00,18:30:00,Wednesday,Slight Injury,1,-5.472222222222223,0.92,11.237800000000002,9.5312,38.421277746513866,24.777691356651445,38.106098727652466,-65.07872225348613
2006-02-09 03:21:54.591961023+00:00,18:30:00,Wednesday,Slight Injury,1,-4.705555555555555,0.96,10.577700000000002,4.2343,37.88784559689512,24.488625432844493,37.572132323780764,-65.61215440310488
2006-02-09 11:11:50.645554202+00:00,15:52:00,Friday,Slight Injury,1,-3.822222222222221,0.85,12.4614,4.4275,37.354413447276386,24.19955950903754,37.03816591990906,-66.14558655272361
2006-02-09 19:01:46.699147381+00:00,15:52:00,Friday,Slight Injury,1,-6.122222222222222,1.0,10.8192,0.0,36.82098129765764,23.91049358523059,36.504199516037346,-66.67901870234236
2006-02-10 02:51:42.752740560+00:00,15:52:00,Friday,Slight Injury,1,-2.76111111111111,0.96,2.8336,0.322,36.287549148038906,23.621427661423645,35.97023311216566,-67.2124508519611
2006-02-10 10:41:38.806333739+00:00,12:33:00,Tuesday,Serious Injury,1,-2.561111111111111,0.99,4.9105,0.8372,35.75411699842017,23.3323617376167,35.43626670829396,-67.74588300157983
2006-02-10 18:31:34.859926918+00:00,8:59:00,Monday,Slight Injury,1,-1.0888888888888897,1.0,4.6851,0.8533000000000001,35.220684848801426,23.04329581380975,34.902300304422255,-68.27931515119857
2006-02-11 02:21:30.913520097+00:00,8:59:00,Monday,Slight Injury,1,-1.594444444444445,0.96,3.1073,0.9499,34.68725269918268,22.754229890002797,34.36833390055055,-68.81274730081732
2006-02-11 10:11:26.967113276+00:00,17:25:00,Saturday,Slight Injury,1,-4.21111111111111,0.99,14.1841,1.4651,34.153820549563946,22.465163966195846,33.83436749667884,-69.34617945043605
2006-02-11 18:01:23.020706455+00:00,0:53:00,Sunday,Slight Injury,3,-4.083333333333334,0.91,8.1144,5.7316,33.62038839994521,22.176098042388908,33.30040109280715,-69.87961160005479
2006-02-12 01:51:19.074299634+00:00,0:53:00,Sunday,Slight Injury,3,-6.683333333333334,0.92,6.7298,7.824600000000001,33.086956250326466,21.887032118581956,32.76643468893545,-70.41304374967353
2006-02-12 09:41:15.127892814+00:00,0:53:00,Sunday,Slight Injury,3,-4.727777777777779,0.81,17.71,11.2056,32.55352410070773,21.597966194775005,32.232468285063746,-70.94647589929227
2006-02-12 17:31:11.181485993+00:00,15:20:00,Wednesday,Slight Injury,1,-3.583333333333333,0.83,10.4006,11.0768,32.020091951088986,21.308900270968053,31.698501881192044,-71.47990804891101
2006-02-13 01:21:07.235079172+00:00,18:23:00,Saturday,Slight Injury,1,-8.094444444444443,0.81,11.2217,15.826300000000002,31.486659801470253,21.019834347161108,31.164535477320342,-72.01334019852975
2006-02-13 09:11:03.288672351+00:00,18:23:00,Saturday,Slight Injury,1,-6.344444444444445,0.78,14.5222,10.5938,30.95322765185152,20.730768423354164,30.63056907344864,-72.54677234814848
2006-02-13 17:00:59.342265530+00:00,5:24:00,Friday,Serious Injury,1,-2.155555555555555,0.8,2.7531000000000003,9.9015,30.419795502232773,20.441702499547212,30.09660266957694,-73.08020449776723
2006-02-14 00:50:55.395858709+00:00,12:15:00,Saturday,Slight Injury,1,-3.733333333333333,0.91,3.6225,6.0697,29.88636335261404,20.15263657574026,29.562636265705237,-73.61363664738596
2006-02-14 08:40:51.449451888+00:00,22:15:00,Friday,Slight Injury,1,-2.2777777777777786,0.82,7.0196000000000005,5.6833,29.352931202995308,19.863570651933316,29.02866986183355,-74.14706879700469
